Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
rosscomp1,1667263176705,3,16883,16657,50650,0.0,0,0,0,6,1,SUCCESS,50650,fb0d597a87f94697aa1c6w
Dikingtest,1667288640055,3,20486,19860,61460,0.0,0,0,0,5,2,SUCCESS,61460,V7hZig2GQ_mNOkxRXPlTug
JPMC-TeamOne-BuenosAires,1667261551946,3,22810,20395,68431,1.6666666666666667,0,5,5,8,3,SUCCESS,68431,Fy8bvUIzSN-N-e3D74JhPw
RACER#101,1667283156313,3,23953,23536,71860,0.0,0,0,0,2,4,SUCCESS,71860,Kv7WG7kzSi-bFONA_QUx8Q
BennyLBS,1667289432092,3,26642,22664,79927,3.0,0,8,9,7,5,SUCCESS,79927,wD3fjDFZTJaZd9AU7WRDlA
CharlieShih-DBS,1667273287644,3,27198,26995,81595,2.0,0,6,6,2,6,SUCCESS,81595,X_Hf5PMIR5O5wUZZqO2q3Q
BrainyMethod#3330,1667272633465,3,28575,28201,85727,2.6666666666666665,0,7,8,8,7,SUCCESS,85727,tB43cELdTM-7USSxkEF4ng
PitStop,1667276853998,3,29331,28798,87993,2.0,0,6,6,4,8,SUCCESS,87993,cRL3O0gmRxK2SQOo0hl_ww
ImportantPointer#2413,1667282210201,3,29800,27868,89400,1.6666666666666667,0,5,5,5,9,SUCCESS,89400,coDu2mmdSZO1ShEoGwNwLA
CH#HKT,1667286787772,3,30041,26066,90123,3.3333333333333335,0,10,10,5,10,SUCCESS,90123,XJNMPh7lSd6ywcha-m24Cw
Xanthic,1667297299241,3,30264,22731,90793,2.3333333333333335,0,7,7,1,11,SUCCESS,90793,bCGk36IySiGpKF2wet77lQ
SuperRacer#5169,1667269142169,3,30418,24127,91256,2.6666666666666665,0,8,8,1,12,SUCCESS,91256,XwVqO6avSt-t0GcbIKc16Q
Tomorrowland-Speedway,1667272084183,3,31141,29005,93425,3.6666666666666665,0,11,11,5,13,SUCCESS,93425,AuyCOezGRKOT-zoMo85Ekg
MerveBattal,1667265474902,3,31154,26131,93463,2.3333333333333335,0,7,7,1,14,SUCCESS,93463,wc3r5XMMSYyL5rr9HTPxSQ
PITS-1,1667274945181,3,32084,30871,96254,5.333333333333333,0,16,16,4,15,SUCCESS,96254,CThkSPLERtyRM5OptykzEQ
d0vahk11n,1667271285771,3,32088,20131,96264,5.333333333333333,0,16,16,5,16,SUCCESS,96264,u8JgQqx0Sy-aSEUb2z9RZQ
-SANTACLAWS-,1667291372741,3,32199,31734,96598,0.0,0,0,0,5,17,SUCCESS,96598,X_dNmJilS8SDBQ44yzd2fg
WebEnvironment#9805,1667265426182,3,32617,30938,97853,3.6666666666666665,0,11,11,2,18,SUCCESS,97853,oaoTkuQSQRiYxjK5ND9tbg
Latteking#0159,1667291436174,3,32691,28741,98073,2.0,0,6,6,4,19,SUCCESS,98073,YrmDMDnvRmKg3OU50pPj0A
JPMC-BMTH-RacersOfTheLostArk,1667288152052,3,32754,31264,98264,4.666666666666667,0,14,14,1,20,SUCCESS,98264,4607b3c36ab4490cad7a4w
technopro#osamuyoshi,1667262544553,3,33283,31528,99849,4.333333333333333,0,13,13,2,21,SUCCESS,99849,vP7z3m8SS_mV-uvnaFPDpQ
XCAT-Nekoittyokusen,1667266858609,3,33286,31804,99859,2.3333333333333335,0,7,7,12,22,SUCCESS,99859,NF6sPI8rSsavME63ZuTZGg
ArtificialEngineer#2808,1667278374721,3,33561,29687,100685,2.0,0,6,6,1,23,SUCCESS,100685,hQUo9IXYRLy2Tgcb7pYslw
D55,1667296946563,3,33642,29866,100926,4.333333333333333,0,13,13,8,24,SUCCESS,100926,3Dd14zyjStW-AesRnWi6kw
ProcessingObject#8888,1667278992276,3,33850,33203,101551,1.3333333333333333,0,4,4,4,25,SUCCESS,101551,-EiPqIp3SY2ZDUXQhLoimA
VariableAnalysis#8551,1667288402791,3,34333,29136,103000,2.6666666666666665,0,8,8,5,26,SUCCESS,103000,a1Q3_iigSDGQPbZl0Nzs_w
73Bazinga,1667263547369,3,34424,30610,103272,3.3333333333333335,0,10,10,2,27,SUCCESS,103272,4nIrGZEjRmOvLZZeDAYekg
CreativeCircuit#8144,1667273141575,3,34688,30203,104065,4.0,0,12,12,1,28,SUCCESS,104065,hXps2rUeQXS4MPxZGBN04g
AutomatedSpec#9348,1667289858736,3,34776,32738,104328,2.0,0,6,6,3,29,SUCCESS,104328,glQu5ZNcT_idRyZhjEAKgA
