Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
DBro,1637173101449,3,12953,12918,38859,0.0,0,0,0,9,1,SUCCESS,38859,jEkEOpjZRhGUbyDZIfTo_A
DoomBuggy,1637077627958,3,12956,11919,38870,0.3333333333333333,0,1,1,3,2,SUCCESS,38870,QakV_nzOTm2q_NhqUMwIJw
JPMC-MUMBAI-FormulaAI,1637009648843,3,13201,12798,39605,0.0,0,0,0,5,3,SUCCESS,39605,Gx2StgEoSza3Gxxo4Oghug
Doug-Racer,1637038003426,3,13456,12968,40369,0.0,0,0,0,9,4,SUCCESS,40369,1R021ZoDQrqxSUiHfBvyEw
Karl-NAB,1637198293311,3,13494,12412,40483,0.3333333333333333,0,1,1,1,5,SUCCESS,40483,4vOOxLIsSjeL2WFaO5o_fQ
AIDeepRacer,1637090813031,3,13562,12333,40688,0.3333333333333333,0,1,1,3,6,SUCCESS,40688,pIRbdCx6QYatgVXm2p5GbA
RobinCastro-DBS,1637204307103,3,14489,14272,43468,1.0,0,3,3,7,7,SUCCESS,43468,7KrbyQXvTBOxnBa0p9YuUA
Jochem,1637183343152,3,14729,14342,44189,0.0,0,0,0,1,8,SUCCESS,44189,RBPhZc5eTVmEF_gpSV7skg
Aurora-DNPds,1637023071615,3,14894,12603,44684,0.6666666666666666,0,2,2,3,9,SUCCESS,44684,26fba66bedca4aa3bca47w
JPMC-DriftKing-Houston,1637007354003,3,14913,14795,44740,1.0,0,3,3,1,10,SUCCESS,44740,fngewpiZSZm11yX7YgwnMA
Galileo,1637191588791,3,15082,15001,45246,0.0,0,0,0,18,11,SUCCESS,45246,Y79AzaaOR-u4LVKMxu1Mdw
satussy777,1637194561374,3,15116,14741,45350,1.0,0,3,3,13,12,SUCCESS,45350,IYaF6LtbRWmZE9xBm87JmQ
ADA,1637072364778,3,15618,15273,46856,1.0,0,3,3,4,13,SUCCESS,46856,KiqOhQPjTamuBXicXnKGEA
Ash-DNPds,1637137786852,3,16408,14857,49226,0.6666666666666666,0,2,2,67,14,SUCCESS,49226,9aced9109a634d11a3134w
JPMC-HYD-CircuitBreakers,1637166389385,3,16572,14931,49718,0.3333333333333333,0,1,1,5,15,SUCCESS,49718,vA_gK0vxTNWI-MTWEWLAxw
ZhengYi-NYCU-CGI,1637174597418,3,16640,16190,49922,1.0,0,3,3,1,16,SUCCESS,49922,qY4J9IzvQS6a1N-KZXwviA
