Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
JJ,1614894063468,3,32076,31474,96229,0.0,0,0,0,59,1,SUCCESS,96229
Duckworth,1614779820149,3,41795,39279,125385,0.3333333333333333,0,1,1,93,2,SUCCESS,125385
PolishThunder,1614856375415,3,42044,34197,126133,1.3333333333333333,1,3,4,479,3,SUCCESS,126133
AJM-Model-1,1614797841953,3,43038,34449,129114,1.3333333333333333,2,2,4,21,4,SUCCESS,129114
kimmizian,1614885070838,3,44200,43407,132601,0.0,0,0,0,567,5,SUCCESS,132601
Jochem,1614860936584,3,46109,40919,138329,1.6666666666666667,2,3,5,23,6,SUCCESS,138329
kimwooglae,1614912031841,3,47713,45263,143141,2.3333333333333335,1,6,7,527,7,SUCCESS,143141
ShinyThings-DBS,1614651902525,3,49873,49238,149620,0.0,0,0,0,20,8,SUCCESS,149620
Mentaiko-DevelopersIO,1614920206308,3,52972,50049,158918,3.3333333333333335,0,9,10,65,9,SUCCESS,158918
atnmn,1614786670988,3,55358,51955,166075,1.6666666666666667,0,5,5,51,10,SUCCESS,166075
think,1614807392541,3,59357,56796,178072,4.333333333333333,5,8,13,491,11,SUCCESS,178072
BoogieTimeProductions,1614926571479,3,67477,62938,202431,2.6666666666666665,1,7,8,103,12,SUCCESS,202431
sittah,1614872421872,3,73957,67603,221871,2.3333333333333335,0,7,7,1,13,SUCCESS,221871
DBro,1614860647296,3,74392,63428,223176,7.0,2,19,21,27,14,SUCCESS,223176
nero-DNPds,1614926404172,3,76443,68738,229331,3.3333333333333335,1,9,10,9,15,SUCCESS,229331
neibc,1614786647960,3,77746,72008,233239,2.3333333333333335,3,4,7,2,16,SUCCESS,233239
IVE-FYP-DeepRacerEvo,1614717913525,3,81919,74459,245759,1.6666666666666667,1,4,5,4,17,SUCCESS,245759
ABaykov,1614605821824,3,87433,82689,262299,3.0,2,7,9,6,18,SUCCESS,262299
LuckyMan,1614794749968,3,87575,77540,262725,5.0,0,15,15,0,19,SUCCESS,262725
RichardFan,1614692166591,3,93616,85376,280850,6.0,3,15,18,3,20,SUCCESS,280850
mayurmadnani,1614741213928,3,94737,87066,284211,9.333333333333334,2,26,28,6,21,SUCCESS,284211
Joffe,1614851734657,3,97251,92764,291755,8.666666666666666,1,25,26,1,22,SUCCESS,291755
Ernesto,1614868522169,3,108682,96344,326048,12.333333333333334,1,36,37,0,23,SUCCESS,326048
evapag,1614563707383,3,109884,108674,329654,1.0,1,2,3,0,24,SUCCESS,329654
nalbam-me,1614759824621,3,113144,92573,339432,13.666666666666666,3,38,41,165,25,SUCCESS,339432
onlythree,1614845056584,3,113781,102645,341343,12.0,2,34,36,3,26,SUCCESS,341343
Maikel,1614881395903,3,130632,113862,391897,17.0,1,50,51,9,27,SUCCESS,391897
Kire,1614608293771,3,133112,122006,399338,17.0,2,49,51,4,28,SUCCESS,399338
Breadcentric,1614811172817,3,146832,143004,440498,16.666666666666668,2,48,50,1,29,SUCCESS,440498
London-1-Racers,1614624891706,3,152377,147970,457131,19.666666666666668,1,58,59,0,30,SUCCESS,457131
JPMC-LesBleus,1614619941291,3,162916,148641,488750,20.666666666666668,1,61,62,5,31,SUCCESS,488750
Galileo,1614895696395,3,171374,148936,514122,23.0,2,67,69,3,32,SUCCESS,514122
MattCamp,1614619007855,3,182211,152353,546634,25.0,0,75,75,0,33,SUCCESS,546634
RobinCastro-DBS,1614568897415,3,185431,165331,556293,26.666666666666668,2,78,80,0,34,SUCCESS,556293
S-P-,1614777030807,3,189908,179773,569726,28.0,1,83,84,0,35,SUCCESS,569726
Deepak-dpk,1614789330591,3,203456,194311,610368,27.666666666666668,1,82,83,0,36,SUCCESS,610368
TonyKim,1614569279381,3,206595,188515,619785,9.0,1,26,27,0,37,SUCCESS,619785
TonyJ,1614564987190,3,307908,300079,923725,46.333333333333336,4,135,139,0,38,SUCCESS,923725
