Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
JJ,1614690794395,3,32857,32662,98573,0.0,0,0,0,6,1,SUCCESS,98573
kimmizian,1614718999122,3,44519,44138,133559,0.0,0,0,0,264,2,SUCCESS,133559
AJM-Model-1,1614716766191,3,44569,38578,133707,1.0,2,1,3,9,3,SUCCESS,133707
Duckworth,1614712074929,3,46605,41790,139816,1.0,1,2,3,1,4,SUCCESS,139816
ShinyThings-DBS,1614651902525,3,49873,49238,149620,0.0,0,0,0,9,5,SUCCESS,149620
PolishThunder,1614724791912,3,50977,41249,152932,2.6666666666666665,1,7,8,38,6,SUCCESS,152932
BoogieTimeProductions,1614627578625,3,67708,64465,203125,2.6666666666666665,1,7,8,67,7,SUCCESS,203125
kimwooglae,1614696922956,3,68105,62843,204315,1.3333333333333333,1,3,4,184,8,SUCCESS,204315
atnmn,1614730463102,3,78663,75370,235991,7.666666666666667,2,21,23,5,9,SUCCESS,235991
neibc,1614705268194,3,80436,77661,241309,2.6666666666666665,1,7,8,0,10,SUCCESS,241309
IVE-FYP-DeepRacerEvo,1614717913525,3,81919,74459,245759,1.6666666666666667,1,4,5,2,11,SUCCESS,245759
think,1614710397130,3,82844,75247,248533,2.6666666666666665,0,8,8,192,12,SUCCESS,248533
sittah,1614705475810,3,83631,66898,250895,5.0,2,13,15,0,13,SUCCESS,250895
DBro,1614608526178,3,84070,79832,252210,3.6666666666666665,1,10,11,12,14,SUCCESS,252210
ABaykov,1614605821824,3,87433,82689,262299,3.0,2,7,9,6,15,SUCCESS,262299
RichardFan,1614692166591,3,93616,85376,280850,6.0,3,15,18,3,16,SUCCESS,280850
evapag,1614563707383,3,109884,108674,329654,1.0,1,2,3,0,17,SUCCESS,329654
mayurmadnani,1614626206734,3,117177,112495,351531,14.0,3,39,42,3,18,SUCCESS,351531
nalbam-me,1614604261693,3,126291,109700,378874,16.0,3,45,48,0,19,SUCCESS,378874
Kire,1614608293771,3,133112,122006,399338,17.0,2,49,51,4,20,SUCCESS,399338
Maikel,1614605732891,3,134413,130620,403241,17.666666666666668,5,48,53,1,21,SUCCESS,403241
London-1-Racers,1614624891706,3,152377,147970,457131,19.666666666666668,1,58,59,0,22,SUCCESS,457131
JPMC-LesBleus,1614619941291,3,162916,148641,488750,20.666666666666668,1,61,62,3,23,SUCCESS,488750
Breadcentric,1614587425769,3,173200,164791,519600,23.333333333333332,1,69,70,0,24,SUCCESS,519600
MattCamp,1614619007855,3,182211,152353,546634,25.0,0,75,75,0,25,SUCCESS,546634
Galileo,1614706479821,3,183098,169803,549295,25.333333333333332,2,74,76,2,26,SUCCESS,549295
RobinCastro-DBS,1614568897415,3,185431,165331,556293,26.666666666666668,2,78,80,0,27,SUCCESS,556293
TonyKim,1614569279381,3,206595,188515,619785,9.0,1,26,27,0,28,SUCCESS,619785
Jochem,1614605964801,3,236188,211710,708564,36.333333333333336,1,108,109,1,29,SUCCESS,708564
TonyJ,1614564987190,3,307908,300079,923725,46.333333333333336,4,135,139,0,30,SUCCESS,923725
