Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
GoodmanKR,1614585105343,3,56314,40072,168944,4.0,0,12,12,18,1,SUCCESS,168944
Heisenberg,1614564865681,3,63099,60566,189299,0.6666666666666666,0,2,2,1,2,SUCCESS,189299
funny,1614582927969,3,68906,65052,206719,1.0,0,3,3,0,3,SUCCESS,206719
CPTest,1614576637324,3,93804,91425,281413,0.0,0,0,0,0,4,SUCCESS,281413
Dharani1,1614567227623,3,94853,90202,284561,9.666666666666666,0,29,29,0,5,SUCCESS,284561
amol-league,1614580683532,3,114203,110148,342611,5.333333333333333,0,16,16,1,6,SUCCESS,342611
GregRacing,1614580643220,3,125120,120030,375360,10.0,0,30,30,0,7,SUCCESS,375360
ConnorSutton-01,1614584551571,3,133119,127392,399357,14.333333333333334,0,43,43,0,8,SUCCESS,399357
dsh01,1614574201367,3,136236,132800,408710,1.0,0,3,3,2,9,SUCCESS,408710
DH,1614571274580,3,139037,126724,417111,17.333333333333332,0,52,52,0,10,SUCCESS,417111
DR-1,1614583308995,3,141491,132269,424475,19.666666666666668,0,59,59,0,11,SUCCESS,424475
AskJag07,1614586141913,3,143620,139866,430861,18.666666666666668,0,56,56,0,12,SUCCESS,430861
2021PreSeason-SmartModel24,1614581089552,3,149183,134421,447550,12.666666666666666,0,38,38,0,13,SUCCESS,447550
RCube,1614575327912,3,159032,132039,477098,12.0,0,36,36,0,14,SUCCESS,477098
NowSomeDonkeyCar,1614578946745,3,169307,159810,507923,24.666666666666668,0,74,74,2,15,SUCCESS,507923
Priyal318,1614573940259,3,180667,156210,542002,13.333333333333334,0,40,40,1,16,SUCCESS,542002
KeisukeKondo,1614580238691,3,206772,197513,620317,30.666666666666668,0,92,92,6,17,SUCCESS,620317
Amaranth,1614574923876,3,295816,291074,887450,22.666666666666668,0,68,68,0,18,SUCCESS,887450
