Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore
VaughanDiesel,1614807526257,3,29157,27727,87471,0.0,0,0,0,26,1,SUCCESS,87471
jmp543,1614831969713,3,35719,35609,107158,0.0,0,0,0,43,2,SUCCESS,107158
GregRacing,1614654939079,3,41347,35795,124042,1.0,0,3,3,2,3,SUCCESS,124042
hypersky,1614659253981,3,41683,39660,125051,0.3333333333333333,0,1,1,13,4,SUCCESS,125051
WaveLabCup-test,1614766164753,3,42201,37131,126605,1.6666666666666667,0,5,5,3,5,SUCCESS,126605
Kalky,1614755412104,3,42633,40704,127901,0.3333333333333333,0,1,1,10,6,SUCCESS,127901
Redfalcon5,1614692007009,3,43105,42790,129315,0.0,0,0,0,16,7,SUCCESS,129315
drunken-monkey,1614698648381,3,44177,40399,132532,0.6666666666666666,0,2,2,8,8,SUCCESS,132532
Groovy-DNPds,1614905347149,3,45492,44596,136477,1.0,0,3,3,8,9,SUCCESS,136477
seren-kim,1614825928871,3,46696,43010,140090,0.6666666666666666,0,2,2,5,10,SUCCESS,140090
GB2000,1614677905002,3,48088,47538,144264,3.0,0,9,9,7,11,SUCCESS,144264
NowSomeDonkeyCar,1614676282383,3,49230,45473,147690,2.6666666666666665,0,8,8,78,12,SUCCESS,147690
GoodmanKR,1614822701233,3,49361,40684,148085,2.6666666666666665,0,8,8,90,13,SUCCESS,148085
Wasabi-DevelopersIO,1614798609647,3,49971,43333,149915,1.3333333333333333,0,4,4,47,14,SUCCESS,149915
My-First-Deep-Racer,1614796167164,3,51106,46936,153320,0.6666666666666666,0,2,2,0,15,SUCCESS,153320
Holden-Grapes,1614880561392,3,51570,51405,154712,2.0,0,6,6,4,16,SUCCESS,154712
GummyBear,1614778347646,3,51926,48387,155780,0.6666666666666666,0,2,2,0,17,SUCCESS,155780
10namarie,1614842526170,3,53474,52977,160424,0.0,0,0,0,7,18,SUCCESS,160424
Liluter-Dron,1614649072565,3,54196,51515,162589,0.6666666666666666,0,2,2,0,19,SUCCESS,162589
muzi,1614780468087,3,55610,51736,166831,3.6666666666666665,0,11,11,10,20,SUCCESS,166831
LuckyMan,1614753765135,3,55954,52993,167862,1.6666666666666667,0,5,5,5,21,SUCCESS,167862
MarsLander,1614732309802,3,57324,53540,171973,3.6666666666666665,0,11,11,14,22,SUCCESS,171973
PacemakersEh,1614738921917,3,57490,49404,172470,2.3333333333333335,0,7,7,4,23,SUCCESS,172470
ConnorSutton-01,1614670187316,3,59569,55871,178707,0.6666666666666666,0,2,2,13,24,SUCCESS,178707
satussy777,1614855198710,3,59872,51389,179617,6.333333333333333,0,19,19,9,25,SUCCESS,179617
Heisenberg,1614632479798,3,60420,58674,181262,0.3333333333333333,0,1,1,6,26,SUCCESS,181262
manzooi,1614833666916,3,61018,60730,183055,0.0,0,0,0,0,27,SUCCESS,183055
funny,1614607726948,3,62475,62192,187426,0.0,0,0,0,3,28,SUCCESS,187426
JP01v2,1614906758109,3,64280,63641,192841,2.0,0,6,6,13,29,SUCCESS,192841
test-race-haoting,1614825767030,3,64827,59298,194481,2.0,0,6,6,0,30,SUCCESS,194481
SPS-GottaGoFast,1614632918599,3,66254,57842,198764,2.6666666666666665,0,8,8,5,31,SUCCESS,198764
jgamblin,1614771225268,3,66583,54083,199749,4.0,0,12,12,21,32,SUCCESS,199749
amanelso4,1614826896054,3,67033,64538,201100,1.3333333333333333,0,4,4,1,33,SUCCESS,201100
RedRacer2021,1614599582318,3,67052,66149,201158,0.3333333333333333,0,1,1,1,34,SUCCESS,201158
GT-Racing,1614802901884,3,67704,63243,203112,0.6666666666666666,0,2,2,6,35,SUCCESS,203112
s1thind,1614609685801,3,68432,63456,205297,6.0,0,18,18,6,36,SUCCESS,205297
ironbarrel1,1614600330074,3,68432,62218,205297,3.0,0,9,9,4,37,SUCCESS,205297
daisuke2010311345,1614781410327,3,70356,67996,211069,1.0,0,3,3,16,38,SUCCESS,211069
Dharani1,1614791993964,3,70580,65669,211742,4.0,0,12,12,8,39,SUCCESS,211742
BA-1-TeamOne,1614811668587,3,71369,65995,214108,5.0,0,15,15,2,40,SUCCESS,214108
GrumpyMonkey,1614870543392,3,73098,72875,219295,0.0,0,0,0,3,41,SUCCESS,219295
jimmitjoo,1614612684418,3,73905,68509,221717,0.3333333333333333,0,1,1,1,42,SUCCESS,221717
BugRacer,1614617062639,3,74168,73471,222505,0.0,0,0,0,1,43,SUCCESS,222505
Fluxracer,1614764170077,3,75661,71392,226984,0.6666666666666666,0,2,2,10,44,SUCCESS,226984
LM-AFS1,1614704717253,3,75801,75382,227403,3.0,0,9,9,4,45,SUCCESS,227403
KaiRacer,1614663640744,3,77643,70855,232931,4.0,0,12,12,4,46,SUCCESS,232931
KeisukeKondo,1614741831525,3,78184,72979,234552,5.0,0,15,15,28,47,SUCCESS,234552
mayumi-nakagawa,1614742313338,3,79097,78205,237292,4.0,0,12,12,3,48,SUCCESS,237292
voidalpha,1614904543940,3,79655,75140,238966,0.6666666666666666,0,2,2,12,49,SUCCESS,238966
tenihil,1614642395699,3,81097,75335,243291,3.0,0,9,9,2,50,SUCCESS,243291
sergen,1614846624598,3,82223,81792,246669,0.0,0,0,0,0,51,SUCCESS,246669
Kurahara,1614903075526,3,84260,82542,252780,0.0,0,0,0,5,52,SUCCESS,252780
BT-Racer-McLarenF1-Series,1614723386263,3,84903,76321,254709,4.666666666666667,0,14,14,0,53,SUCCESS,254709
Green-Hill-Products-and-Services-Number1,1614732564198,3,85090,75602,255272,8.666666666666666,0,26,26,6,54,SUCCESS,255272
TechGenius,1614672753031,3,86122,83403,258368,0.3333333333333333,0,1,1,1,55,SUCCESS,258368
GeraldHinton,1614645951280,3,86325,76255,258976,4.666666666666667,0,14,14,0,56,SUCCESS,258976
JMo,1614744690322,3,86535,83593,259605,7.666666666666667,0,23,23,2,57,SUCCESS,259605
HarinWu,1614829518565,3,86537,83056,259611,7.666666666666667,0,23,23,6,58,SUCCESS,259611
VikingOne,1614672652858,3,86849,85066,260547,0.3333333333333333,0,1,1,4,59,SUCCESS,260547
Nyx,1614774404548,3,88842,88075,266528,0.0,0,0,0,1,60,SUCCESS,266528
Rakesh-Arumalla,1614603529746,3,91068,84059,273205,2.3333333333333335,0,7,7,0,61,SUCCESS,273205
PreyRacer,1614668195790,3,92278,89688,276834,0.6666666666666666,0,2,2,8,62,SUCCESS,276834
GaryAflalo,1614855350839,3,92771,91793,278315,0.0,0,0,0,5,63,SUCCESS,278315
CPTest,1614576637324,3,93804,91425,281413,0.0,0,0,0,0,64,SUCCESS,281413
